id,street,houseNumber,houseNumberAddition,postalcode,totalRent,netRent,serviceCosts,heatingCosts,eenmaligeKosten,areaDwelling,constructionYear,isZelfstandig,availableFromDate,availableFromOriginalDate,availableFrom,publicationDate,closingDate,numberOfReactions,huurtoeslagMogelijk,toewijzingModelTypeInCode,infoveldKort,latitude,longitude,urlKey,stad,gemeente,wijk,buurt,corporatie,woningtype,energielabel,verwarming,slaapkamers,keuken,verdieping,actielabel,model,woningsoort,doelgroepen,gescraped_op
131736,Röntgenweg,361,,2624 BD,653.11,548.56,104.55,,2.42,27,,1,2026-05-20T00:00:00.000Z,2026-05-20T00:00:00.000Z,,2026-04-17T09:19:00.000Z,2026-04-24T09:19:00.000Z,107,1,winkelmodel,Voorrang voor Sloop & Renovatieurgentie,51.9994,4.35794,131736-rntgenweg-361-delft,Delft,Delft,Voorhof,,01,Zelf inrichten,Energielabel A,CV collectief,1  slaap/woonkamer,Open keuken,4e verdieping,,aanbodmodel,woningsoort_zelfstandig,jongeren,2026-04-20 00:45
131743,Klikspaanweg,106,,2324 LV,835.09,680.39,154.7,,2.42,54,,1,2026-05-19T00:00:00.000Z,2026-05-19T00:00:00.000Z,,2026-04-17T11:04:00.000Z,2026-04-24T11:04:00.000Z,62,1,winkelmodel,,52.1529,4.47109,131743-klikspaanweg-106-leiden,Leiden,Leiden,Bos- en Gasthuisdistrict,,01,Zelf inrichten,Energielabel D,CV collectief,1 extra slaapkamer,Open keuken,5e verdieping,,aanbodmodel,woningsoort_zelfstandig,jongeren,2026-04-20 00:45
131744,Kolffpad,399,,2333 BN,832.86,636.45,196.41,,2.42,21,2023,1,2026-05-18T00:00:00.000Z,2026-05-18T00:00:00.000Z,,2026-04-17T12:37:00.000Z,2026-04-24T12:37:00.000Z,58,1,winkelmodel,,52.169,4.4768,131744-kolffpad-399-leiden,Leiden,Leiden,Boerhaavedistrict,,01,Zelf inrichten,Energielabel A,Stadsverwarming,1  slaap/woonkamer,Open keuken,10e verdieping,,aanbodmodel,woningsoort_zelfstandig,jongeren,2026-04-20 00:45
131746,Hoevestein,239,-06B-1,6708 AK,561.96,387.18,174.78,,30,0,1970,0,2026-05-15T00:00:00.000Z,2026-05-15T00:00:00.000Z,,2026-04-17T07:00:00.000Z,2026-04-20T07:00:00.000Z,3,1,winkelmodel,,51.9817,5.67224,131746-hoevestein-239--06b-1-wageningen,Wageningen,Wageningen,Wageningen stad,,02,Gemeubileerd,Energielabel D,CV,1  slaap/woonkamer,Gemeenschappelijke keuken,6e verdieping,,aanbodmodel,woningsoort_onzelfstandig,Studentr,2026-04-20 00:45
131747,Javastraat,332,,6707 EC,782.49,658.24,124.25,,0,0,2015,1,2026-05-15T00:00:00.000Z,2026-05-15T00:00:00.000Z,,2026-04-17T07:00:00.000Z,2026-04-20T07:00:00.000Z,55,1,winkelmodel,,51.9691,5.66454,131747-javastraat-332-wageningen,Wageningen,Wageningen,Wageningen stad,,02,Zelf inrichten,Energielabel A,CV,1  slaap/woonkamer,Open keuken,3e verdieping,,aanbodmodel,woningsoort_zelfstandig,jongeren,2026-04-20 00:45
131748,Prinses Irenestraat,11,,2131 XL,616.3,611.31,4.99,,0,54,,1,2026-04-27T00:00:00.000Z,2026-04-27T00:00:00.000Z,,2026-04-17T07:51:00.000Z,2026-04-24T07:51:00.000Z,64,,winkelmodel,,52.3101,4.68716,131748-prinsesirenestraat-11-hoofddorp,Hoofddorp,Haarlemmermeer,Hoofddorp Noord,,33,Zelf inrichten,Energielabel C,,3 extra slaapkamers,Dichte keuken,Begane grond,,aanbodmodel,woningsoort_zelfstandig,jongeren,2026-04-20 00:45
131749,Deltaweg,1350,k3,2321 KX,481.63,407.61,74.02,,2.31,12,2015,0,2026-05-14T00:00:00.000Z,2026-05-14T00:00:00.000Z,,2026-04-17T07:45:00.000Z,2026-04-26T22:00:00.000Z,41,0,winkelmodel,Huize net ernaast: eind bachelor/master (v),52.1444,4.49369,131749-deltaweg-1350-k3-leiden,Leiden,Leiden,Roodenburgerdistrict,,01,Zelf inrichten,Energielabel A++,CV collectief,1  slaap/woonkamer,Gemeenschappelijke keuken,Begane grond,,hospiteren,woningsoort_onzelfstandig,jongeren,2026-04-20 00:45
131759,Hildebrandpad,553,,2333 DH,760.09,641.95,118.14,,2.42,26,,1,2026-05-18T00:00:00.000Z,2026-05-18T00:00:00.000Z,,2026-04-17T12:42:00.000Z,2026-04-24T12:42:00.000Z,68,1,winkelmodel,,52.1685,4.47136,131759-hildebrandpad-553-leiden,Leiden,Leiden,Boerhaavedistrict,,01,Zelf inrichten,Energielabel A,CV collectief,1  slaap/woonkamer,Open keuken,5e verdieping,,aanbodmodel,woningsoort_zelfstandig,jongeren,2026-04-20 00:45
131761,Duindoornstraat,117,K5,9741 NP,767.8,601.06,88.23,52.33,0,19,1970,0,2026-04-24T00:00:00.000Z,2026-04-20T00:00:00.000Z,,2026-04-17T11:31:00.000Z,2026-04-24T11:31:00.000Z,11,1,winkelmodel,,53.2364,6.54472,131761-duindoornstraat-117-k5-groningen,Groningen,Groningen,Selwerd,,10,Gestoffeerd,Energielabel A,Stadsverwarming,1  slaap/woonkamer,Gemeenschappelijke keuken,7e verdieping,,aanbodmodel,woningsoort_onzelfstandig,jongeren,2026-04-20 00:45
131765,Kampersingel,70,0012,2012 DM,532.32,498.2,34.12,,,23,1911,0,2026-05-14T00:00:00.000Z,2026-05-14T00:00:00.000Z,Binnenkort beschikbaar,2026-04-17T13:53:00.000Z,2026-04-21T10:00:00.000Z,26,,winkelmodel,,52.3765,4.63939,131765-kampersingel-70-0012-haarlem,Haarlem,Haarlem,Haarlemmerhoutkwartier,,33,Zelf inrichten,Energielabel B,,1  slaap/woonkamer,,1e verdieping,,aanbodmodel,woningsoort_onzelfstandig,jongeren,2026-04-20 00:45
131768,Floraplein,20,G,2012 HM,669.96,498.2,171.76,,,30,1900,0,2026-05-12T00:00:00.000Z,2026-05-12T00:00:00.000Z,Binnenkort beschikbaar,2026-04-17T14:27:00.000Z,2026-04-21T10:00:00.000Z,30,,winkelmodel,,52.3713,4.62741,131768-floraplein-20-g-haarlem,Haarlem,Haarlem,Haarlemmerhoutkwartier,,33,Zelf inrichten,Energielabel C,,1  slaap/woonkamer,,3e verdieping,,aanbodmodel,woningsoort_onzelfstandig,jongeren,2026-04-20 00:45
171,,,,,,,,,,,,1,,,,2025-05-01T08:00:00.000Z,2026-05-01T08:00:00.000Z,,,,,52.3568,4.94667,171-auc-largesinglerooms-amsterdam,Amsterdam,Amsterdam,Stadsdeel Oost,,,Gestoffeerd,,,1  slaap/woonkamer,,,Verzameladvertentie,,woningsoort_zelfstandig,,2026-04-20 00:45
173,,,,,,,,,,,,0,,,,2025-05-01T08:00:00.000Z,2026-05-01T08:00:00.000Z,,,,,52.3568,4.94667,173-auc-shared2persons-amsterdam,Amsterdam,Amsterdam,Stadsdeel Oost,,,Gestoffeerd,,,1  slaap/woonkamer,,,Verzameladvertentie,,woningsoort_onzelfstandig,,2026-04-20 00:45
175,,,,,,,,,,,,0,,,,2025-05-01T08:00:00.000Z,2026-05-01T08:00:00.000Z,,,,,52.3568,4.94667,175-auc-shared2personsfurnished-amsterdam,Amsterdam,Amsterdam,Stadsdeel Oost,,,Gemeubileerd,,,1  slaap/woonkamer,,,Verzameladvertentie,,woningsoort_onzelfstandig,,2026-04-20 00:45
176,,,,,,,,,,,,0,,,,2025-05-01T08:00:00.000Z,2026-05-01T08:00:00.000Z,,,,,52.3568,4.94667,176-auc-shared4persons-amsterdam,Amsterdam,Amsterdam,Stadsdeel Oost,,,Gestoffeerd,,,2 extra slaapkamers,,,Verzameladvertentie,,woningsoort_onzelfstandig,,2026-04-20 00:45
229,,,,,,,,,,,,1,,,,2025-05-01T08:00:00.000Z,2026-05-01T08:00:00.000Z,,,,,52.3568,4.94644,229-auc-singlerooms-amsterdam,Amsterdam,Amsterdam,Stadsdeel Oost,,,Gestoffeerd,,,1  slaap/woonkamer,,,Verzameladvertentie,,woningsoort_zelfstandig,,2026-04-20 00:45
